genomospecies	GCF	BGC	GCC	Accession_ID	Description	Product_Prediction	BiGSCAPE_class	Organism	Taxonomy	length	genome	source	domain	phylum	class	order	family	genus	species
CH37	GCF02641	CH37_NODE_67.region001	GCC12269	NODE_67	NODE_67	betalactone	Others	NA	NA	32408	CH37	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio kanaloae
CH37	GCF02642	CH37_NODE_8.region001	GCC02549	NODE_8	NODE_8	ectoine	Others	NA	NA	10387	CH37	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio kanaloae
CH37	GCF09773	CH37_NODE_167.region001	GCC14144	NODE_167	NODE_167	RiPP-like	RiPPs	NA	NA	10861	CH37	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio kanaloae
CH38	GCF02643	CH38_NODE_266.region001	GCC13423	NODE_266	NODE_266	RiPP-like	RiPPs	NA	NA	6531	CH38	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus varani
CH38	GCF02644	CH38_NODE_337.region001	GCC02775	NODE_337	NODE_337	RiPP-like	RiPPs	NA	NA	11952	CH38	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus varani
CH38	GCF02645	CH38_NODE_616.region001	GCC11835	NODE_616	NODE_616	RiPP-like	RiPPs	NA	NA	6372	CH38	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus varani
CH39	GCF02646	CH39_NODE_14.region001	GCC03249	NODE_14	NODE_14	RiPP-like	RiPPs	NA	NA	10840	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02647	CH39_NODE_20.region001	GCC17008	NODE_20	NODE_20	hserlactone	Others	NA	NA	20753	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02648	CH39_NODE_23.region001	GCC02648	NODE_23	NODE_23	RiPP-like	RiPPs	NA	NA	10849	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02649	CH39_NODE_23.region002	GCC12680	NODE_23	NODE_23	redox-cofactor	RiPPs	NA	NA	22164	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02650	CH39_NODE_6.region001	GCC03351	NODE_6	NODE_6	terpene	Terpene	NA	NA	21664	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02651	CH39_NODE_65.region001	GCC00013	NODE_65	NODE_65	acyl_amino_acids	Others	NA	NA	41977	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02652	CH39_NODE_81.region001	GCC09846	NODE_81	NODE_81	acyl_amino_acids	Others	NA	NA	49805	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH39	GCF02653	CH39_NODE_99.region001	GCC11066	NODE_99	NODE_99	terpene	Terpene	NA	NA	21050	CH39	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
CH40	GCF02667	CH40_NODE_11.region001	GCC18306	NODE_11	NODE_11	NRPS.NRPS-like	NRPS	NA	NA	47510	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02668	CH40_NODE_111.region001	GCC17043	NODE_111	NODE_111	RiPP-like	RiPPs	NA	NA	10005	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02669	CH40_NODE_15.region001	GCC03390	NODE_15	NODE_15	betalactone	Others	NA	NA	23176	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02670	CH40_NODE_21.region001	GCC10047	NODE_21	NODE_21	redox-cofactor	RiPPs	NA	NA	22148	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02671	CH40_NODE_243.region001	GCC16305	NODE_243	NODE_243	NRPS-like	NRPS	NA	NA	19051	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02672	CH40_NODE_25.region001	GCC07245	NODE_25	NODE_25	hserlactone	Others	NA	NA	20579	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02673	CH40_NODE_26.region001	GCC05497	NODE_26	NODE_26	RiPP-like	RiPPs	NA	NA	10879	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02674	CH40_NODE_4.region001	GCC09963	NODE_4	NODE_4	arylpolyene	Others	NA	NA	43576	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02675	CH40_NODE_49.region001	GCC05416	NODE_49	NODE_49	NRPS	NRPS	NA	NA	35026	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02676	CH40_NODE_49.region002	GCC03363	NODE_49	NODE_49	NAGGN	Others	NA	NA	14841	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02677	CH40_NODE_71.region001	GCC14488	NODE_71	NODE_71	NRPS	NRPS	NA	NA	62135	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH40	GCF02678	CH40_NODE_79.region001	GCC12793	NODE_79	NODE_79	siderophore	Others	NA	NA	11926	CH40	isolate	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E paracarnis
CH42	GCF02679	CH42_NODE_10.region001	GCC16973	NODE_10	NODE_10	T3PKS	PKSother	NA	NA	29323	CH42	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B sp002140175
CH42	GCF02680	CH42_NODE_16.region001	GCC11657	NODE_16	NODE_16	lanthipeptide-class-i	RiPPs	NA	NA	26140	CH42	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B sp002140175
CH42	GCF02681	CH42_NODE_65.region001	GCC03514	NODE_65	NODE_65	cyclic-lactone-autoinducer	RiPPs	NA	NA	13780	CH42	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B sp002140175
CH42	GCF02682	CH42_NODE_7.region001	GCC12596	NODE_7	NODE_7	cyclic-lactone-autoinducer	RiPPs	NA	NA	15705	CH42	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B sp002140175
CH8	GCF13559	PN4RE.vae.10460_k141_525041.region001	GCC17660	k141_525041	k141_525041	RRE-containing	RiPPs	NA	NA	11804	PN4RE.vae.10460	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri
CH8	GCF15614	PN6RO.vae.10453_k141_530182.region001	GCC14230	k141_530182	k141_530182	RRE-containing	RiPPs	NA	NA	12822	PN6RO.vae.10453	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri
G47	GCF00004	A99_NODE_13.region001	GCC02999	NODE_13	NODE_13	NRPS	NRPS	NA	NA	9358	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF00010	A99_NODE_4.region001	GCC14838	NODE_4	NODE_4	lanthipeptide-class-i	RiPPs	NA	NA	24458	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF00013	A99_NODE_8.region001	GCC15365	NODE_8	NODE_8	betalactone.NRPS	Others	NA	NA	28681	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF00553	J339_NODE_1.region002	GCC11102	NODE_1	NODE_1	glycocin	RiPPs	NA	NA	20171	J339	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02571	BL5_NODE_1.region005	GCC16794	NODE_1	NODE_1	NRPS.transAT-PKS	PKS-NRP_Hybrids	NA	NA	62913	BL5	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02683	A99_NODE_2.region004	GCC03069	NODE_2	NODE_2	NRPS	NRPS	NA	NA	47149	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02686	A99_NODE_2.region002	GCC02686	NODE_2	NODE_2	sactipeptide	RiPPs	NA	NA	21612	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02687	A99_NODE_2.region001	GCC14905	NODE_2	NODE_2	other	Others	NA	NA	41419	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02689	G47_NODE_1.region007	GCC02689	NODE_1	NODE_1	epipeptide	RiPPs	NA	NA	21699	G47	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02698	G47_NODE_5.region003	GCC14010	NODE_5	NODE_5	lanthipeptide-class-i	RiPPs	NA	NA	26296	G47	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF02903	G47_NODE_1.region006	GCC02903	NODE_1	NODE_1	RiPP-like	RiPPs	NA	NA	12732	G47	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03063	J1357_NODE_62.region001	GCC06755	NODE_62	NODE_62	NRPS	NRPS	NA	NA	9295	J1357	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03070	J1357_NODE_10.region001	GCC05837	NODE_10	NODE_10	T3PKS	PKSother	NA	NA	41149	J1357	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03071	G47_NODE_1.region002	GCC06641	NODE_1	NODE_1	lanthipeptide-class-i	RiPPs	NA	NA	26226	G47	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03080	J135_NODE_1.region001	GCC17374	NODE_1	NODE_1	RRE-containing	RiPPs	NA	NA	18501	J135	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03084	J135_NODE_14.region001	GCC12614	NODE_14	NODE_14	NRPS	NRPS	NA	NA	13091	J135	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03085	J135_NODE_15.region001	GCC03085	NODE_15	NODE_15	NRPS	NRPS	NA	NA	10313	J135	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03089	J135_NODE_3.region001	GCC04805	NODE_3	NODE_3	NRPS.ladderane	Others	NA	NA	24210	J135	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03188	BL5_NODE_3.region002	GCC03188	NODE_3	NODE_3	NRPS	NRPS	NA	NA	65392	BL5	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03189	J268_NODE_5.region002	GCC07775	NODE_5	NODE_5	lanthipeptide-class-iii	RiPPs	NA	NA	26330	J268	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03190	J268_NODE_6.region001	GCC03190	NODE_6	NODE_6	NRPS	NRPS	NA	NA	28934	J268	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03191	J1357_NODE_7.region002	GCC09929	NODE_7	NODE_7	betalactone.NRPS.NRPS-like	Others	NA	NA	51444	J1357	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03192	A99_NODE_1.region002	GCC03192	NODE_1	NODE_1	terpene	Terpene	NA	NA	21932	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03193	Q29_NODE_1.region003	GCC09399	NODE_1	NODE_1	betalactone.NRPS	Others	NA	NA	77750	Q29	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF03215	BL5_NODE_3.region001	GCC15861	NODE_3	NODE_3	ranthipeptide.sactipeptide	RiPPs	NA	NA	22954	BL5	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF18232	J1357_NODE_4.region001	GCC18232	NODE_4	NODE_4	terpene	Terpene	NA	NA	20807	J1357	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF18233	J268_NODE_2.region002	GCC09815	NODE_2	NODE_2	T3PKS.NRPS.transAT-PKS.PKS-like	PKS-NRP_Hybrids	NA	NA	107126	J268	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF18238	A99_NODE_2.region003	GCC18238	NODE_2	NODE_2	CDPS	Others	NA	NA	20747	A99	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G47	GCF18239	Q29_NODE_2.region003	GCC18239	NODE_2	NODE_2	sactipeptide	RiPPs	NA	NA	21612	Q29	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
G59	GCF02683	G59_NODE_8.region001	GCC03069	NODE_8	NODE_8	NRPS	NRPS	NA	NA	47140	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02686	G59_NODE_2.region002	GCC02686	NODE_2	NODE_2	sactipeptide	RiPPs	NA	NA	21613	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02687	G59_NODE_2.region001	GCC14905	NODE_2	NODE_2	other	Others	NA	NA	41419	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02703	G59_NODE_10.region001	GCC08562	NODE_10	NODE_10	lanthipeptide-class-iii	RiPPs	NA	NA	22598	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02895	H6_NODE_14.region001	GCC02895	NODE_14	NODE_14	transAT-PKS-like.T1PKS.PKS-like	PKSother	NA	NA	33274	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02900	H6_NODE_22.region001	GCC01629	NODE_22	NODE_22	transAT-PKS-like	PKSother	NA	NA	8620	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02901	H6_NODE_24.region001	GCC02895	NODE_24	NODE_24	transAT-PKS-like	PKSother	NA	NA	5175	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02903	G59_NODE_6.region001	GCC02903	NODE_6	NODE_6	RiPP-like	RiPPs	NA	NA	12184	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02904	H6_NODE_7.region001	GCC03519	NODE_7	NODE_7	T3PKS.NRPS.transAT-PKS.PKS-like	PKS-NRP_Hybrids	NA	NA	95104	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF02905	H6_NODE_8.region001	GCC02905	NODE_8	NODE_8	T3PKS.transAT-PKS	PKSother	NA	NA	51304	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03063	H6_NODE_21.region001	GCC06755	NODE_21	NODE_21	NRPS	NRPS	NA	NA	10144	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03070	H6_NODE_1.region001	GCC05837	NODE_1	NODE_1	T3PKS	PKSother	NA	NA	41098	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03188	H6_NODE_11.region001	GCC03188	NODE_11	NODE_11	NRPS	NRPS	NA	NA	25468	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03190	H6_NODE_13.region001	GCC03190	NODE_13	NODE_13	NRPS	NRPS	NA	NA	28916	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03192	G59_NODE_1.region002	GCC03192	NODE_1	NODE_1	terpene	Terpene	NA	NA	21899	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03193	H6_NODE_1.region003	GCC09399	NODE_1	NODE_1	betalactone.NRPS	Others	NA	NA	77784	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF03453	G59_NODE_3.region001	GCC03188	NODE_3	NODE_3	NRPS	NRPS	NA	NA	65396	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF18232	G59_NODE_5.region001	GCC18232	NODE_5	NODE_5	terpene	Terpene	NA	NA	20807	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF18233	G59_NODE_1.region004	GCC09815	NODE_1	NODE_1	T3PKS.NRPS.transAT-PKS.PKS-like	PKS-NRP_Hybrids	NA	NA	106451	G59	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF18239	H6_NODE_15.region001	GCC18239	NODE_15	NODE_15	sactipeptide	RiPPs	NA	NA	14150	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G59	GCF18259	H6_NODE_1.region002	GCC03192	NODE_1	NODE_1	terpene	Terpene	NA	NA	21899	H6	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus halotolerans
G66	GCF02710	G66_NODE_25.region001	GCC17963	NODE_25	NODE_25	ranthipeptide	RiPPs	NA	NA	11834	G66	isolate	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas sp000435795
G66	GCF02711	G66_NODE_47.region001	GCC02713	NODE_47	NODE_47	cyclic-lactone-autoinducer	RiPPs	NA	NA	10895	G66	isolate	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas sp000435795
G88	GCF02712	G88_NODE_1.region001	GCC12229	NODE_1	NODE_1	cyclic-lactone-autoinducer	RiPPs	NA	NA	20712	G88	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
G88	GCF02713	G88_NODE_1.region002	GCC02713	NODE_1	NODE_1	RiPP-like	RiPPs	NA	NA	12151	G88	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
G88	GCF02714	G88_NODE_4.region001	GCC03258	NODE_4	NODE_4	terpene	Terpene	NA	NA	20882	G88	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
G88	GCF02715	G88_NODE_6.region001	GCC02805	NODE_6	NODE_6	T3PKS	PKSother	NA	NA	41170	G88	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
G90	GCF02716	G90_NODE_20.region001	GCC13166	NODE_20	NODE_20	RiPP-like	RiPPs	NA	NA	9881	G90	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei
G90	GCF02717	G90_NODE_27.region001	GCC04592	NODE_27	NODE_27	RiPP-like	RiPPs	NA	NA	10446	G90	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei
G93	GCF02718	G93_NODE_1.region001	GCC12427	NODE_1	NODE_1	RiPP-like	RiPPs	NA	NA	10183	G93	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus pentosaceus
G93	GCF02719	G93_NODE_5.region001	GCC10451	NODE_5	NODE_5	T3PKS	PKSother	NA	NA	41167	G93	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus pentosaceus
GY23	GCF02720	GY23_NODE_1.region001	GCC02957	NODE_1	NODE_1	NRPS	NRPS	NA	NA	31312	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
GY23	GCF02726	GY23_NODE_1.region007	GCC08419	NODE_1	NODE_1	NRPS.transAT-PKS.T1PKS	PKS-NRP_Hybrids	NA	NA	63329	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
GY23	GCF02729	GY23_NODE_3.region002	GCC15365	NODE_3	NODE_3	NRPS	NRPS	NA	NA	21921	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
GY23	GCF02732	GY23_NODE_6.region002	GCC09080	NODE_6	NODE_6	lanthipeptide-class-iv	RiPPs	NA	NA	22745	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
GY23	GCF02735	GY23_NODE_1.region004	GCC04467	NODE_1	NODE_1	T3PKS	PKSother	NA	NA	35593	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
GY23	GCF02778	GY23_NODE_2.region001	GCC02778	NODE_2	NODE_2	terpene	Terpene	NA	NA	20873	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
GY23	GCF02781	GY23_NODE_1.region002	GCC10989	NODE_1	NODE_1	lassopeptide	RiPPs	NA	NA	23969	GY23	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp900101225
