name	vOTU_rename	contig_len	provirus	checkv_quality	miuvig_quality	completeness	contamination	family	host	type	expand	AMG_count
PN12RH|k141_976817	vOTU_00194	31636	No	High-quality	High-quality	93.41	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN13RA|k141_2029746	vOTU_00195	7886	No	Medium-quality	Genome-fragment	57.18	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN13RI|k141_283866	vOTU_00196	32298	No	High-quality	High-quality	92	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN13RI|k141_636790_1	vOTU_00197	56615	No	High-quality	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN13RP|k141_1816280_1	vOTU_00198	27355	No	Medium-quality	Genome-fragment	67.91	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN14RB|k141_1446438	vOTU_00199	19825	No	Medium-quality	Genome-fragment	56.27	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN14RF|k141_861355_1	vOTU_00200	27279	No	Medium-quality	Genome-fragment	77.61	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN14RQ|k141_190850_1	vOTU_00201	37672	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN16RA|k141_2495262	vOTU_00202	5564	No	Complete	High-quality	100	0	Microviridae	Anaerovoracaceae	lytic	Yes	0
PN16RA|k141_596622_1	vOTU_00203	20123	No	Medium-quality	Genome-fragment	51.51	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN16RA|k141_677659	vOTU_00204	37191	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN1CB|k141_389047	vOTU_00205	25632	No	Medium-quality	Genome-fragment	63.28	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN1CH|k141_984825	vOTU_00206	7640	No	High-quality	High-quality	100	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN1GG|k141_198227	vOTU_00207	16134	No	Medium-quality	Genome-fragment	55.17	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN1GG|k141_219423_1	vOTU_00208	34778	No	Medium-quality	Genome-fragment	77.15	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN1GG|k141_289873	vOTU_00209	28528	No	Medium-quality	Genome-fragment	69.69	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN1GG|k141_458498_1	vOTU_00210	18976	No	Medium-quality	Genome-fragment	53.81	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN1GG|k141_85076	vOTU_00211	31774	No	High-quality	High-quality	91.9	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN1GH|k141_12124_1	vOTU_00212	53282	No	High-quality	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN1JE|k141_459192	vOTU_00213	29246	No	High-quality	High-quality	98.95	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN1JG|k141_41642_1	vOTU_00214	27861	No	Medium-quality	Genome-fragment	74.47	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN1LH|k141_1557568	vOTU_00215	5595	No	Complete	High-quality	100	0	Microviridae	Anaerovoracaceae	lytic	Yes	0
PN1RB|k141_883195	vOTU_00216	38830	No	High-quality	High-quality	91.83	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN2CG|k141_2139676	vOTU_00217	5083	No	Complete	High-quality	100	0	Microviridae	Anaerovoracaceae	lytic	Yes	0
PN2GC|k141_73239	vOTU_00218	39770	No	Medium-quality	Genome-fragment	84.54	0	Myoviridae	Anaerovoracaceae	lytic	Yes	0
PN2LB|k141_2083531	vOTU_00219	21218	No	Medium-quality	Genome-fragment	60.65	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN3DG|k141_423461	vOTU_00220	33566	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN3GG|k141_202641	vOTU_00221	37739	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN3LE|k141_1547613	vOTU_00222	25365	No	Medium-quality	Genome-fragment	72.44	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN3RE|k141_1114360	vOTU_00223	17872	No	Medium-quality	Genome-fragment	51.06	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN4RG|k141_1071677_1	vOTU_00224	23116	No	Medium-quality	Genome-fragment	66.84	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN5LF|k141_122817	vOTU_00225	22969	No	Medium-quality	Genome-fragment	50.79	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN5LF|k141_455341_1	vOTU_00226	25042	No	Medium-quality	Genome-fragment	55.61	0	Myoviridae	Anaerovoracaceae	lytic	Yes	0
PN5LF|k141_549949_1	vOTU_00227	26096	No	Medium-quality	Genome-fragment	58.13	0	Myoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN6RF|k141_247980_1	vOTU_00228	16779	No	Medium-quality	Genome-fragment	50.36	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN6RH|k141_1513213	vOTU_00229	7348	No	Medium-quality	Genome-fragment	54.21	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN6RN|k141_1523750	vOTU_00230	19158	No	Medium-quality	Genome-fragment	56.23	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN6RQ|k141_1604334_1	vOTU_00231	34396	No	Medium-quality	Genome-fragment	85.96	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN7RC|k141_698595	vOTU_00232	5619	No	Complete	High-quality	100	0	Microviridae	Anaerovoracaceae	lytic	Yes	0
PN7RE|k141_1177636	vOTU_00233	40890	No	High-quality	High-quality	100	0	Unclassified	Anaerovoracaceae	lysogenic	Yes	0
PN7RM|k141_185423	vOTU_00234	32572	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	0
PN7RM|k141_965061	vOTU_00235	30136	No	Medium-quality	Genome-fragment	62.9	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN7RV|k141_455987_1	vOTU_00236	33835	No	High-quality	High-quality	97.55	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	0
PN8RD|k141_610857	vOTU_00237	34281	No	Medium-quality	Genome-fragment	74.09	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN8RL|k141_432591_1	vOTU_00238	24266	No	Medium-quality	Genome-fragment	61.96	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN8RN|k141_286304	vOTU_00239	151885	No	Medium-quality	Genome-fragment	64.7	0	Myoviridae	Anaerovoracaceae	lytic	Yes	0
PN8RP|k141_202740	vOTU_00240	82654	No	Medium-quality	Genome-fragment	69.32	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN8RS|k141_1310808	vOTU_00241	19553	No	Medium-quality	Genome-fragment	55.78	0	Unclassified	Anaerovoracaceae	lytic	Yes	0
PN14RP|k141_699256_1	vOTU_00242	35899	No	Medium-quality	Genome-fragment	78.83	0	Myoviridae	Anaerovoracaceae	lytic	No	0
PN5RA|k141_4107	vOTU_00243	22556	No	Medium-quality	Genome-fragment	66.05	0	Siphoviridae	Anaerovoracaceae	lysogenic	No	0
PN13RN|k141_1562096	vOTU_00244	36828	No	Medium-quality	Genome-fragment	74.3	0	Siphoviridae	Anaerovoracaceae	lytic	No	0
PN15RF|k141_313052	vOTU_00245	24759	No	Medium-quality	Genome-fragment	52.59	0	Siphoviridae	Anaerovoracaceae	lytic	No	0
PN13RI|k141_1704048	vOTU_00246	21188	No	Medium-quality	Genome-fragment	61.77	0	Siphoviridae	Anaerovoracaceae	lytic	No	0
PN1RL|k141_852170	vOTU_00247	26724	No	Medium-quality	Genome-fragment	76.25	0	Siphoviridae	Anaerovoracaceae	lytic	No	0
PN14RD|k141_631412	vOTU_00248	10456	No	Medium-quality	Genome-fragment	72.33	0	Unclassified	Anaerovoracaceae	lysogenic	No	0
PN5LE|k141_395296	vOTU_00249	23514	No	Medium-quality	Genome-fragment	69.26	0	Unclassified	Anaerovoracaceae	lysogenic	No	0
PN4RA|k141_1138051_1	vOTU_00250	44197	No	High-quality	High-quality	92.82	0	Siphoviridae	Anaerovoracaceae	lytic	No	0
PN5LA|k141_320388	vOTU_00251	20320	No	Medium-quality	Genome-fragment	59.57	0	Unclassified	Anaerovoracaceae	lytic	No	0
PN8RD|k141_1123442	vOTU_00252	9690	No	Medium-quality	Genome-fragment	66.36	0	Unclassified	Anaerovoracaceae	lysogenic	No	0
PN13RR|k141_763095	vOTU_00253	34285	No	High-quality	High-quality	99.21	0	Siphoviridae	Anaerovoracaceae	lytic	No	0
PN8RJ|k141_1038434_1	vOTU_00254	38295	No	High-quality	High-quality	98.36	0	Unclassified	Anaerovoracaceae	lytic	No	0
PN4RA|k141_487658_fragment_1	vOTU_00255	66507	No	High-quality	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lysogenic	No	7
PN3LD|k141_90287	vOTU_00256	44506	No	High-quality	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	3
PN5LD|k141_822671	vOTU_00257	50960	No	High-quality	High-quality	97.17	0	Siphoviridae	Anaerovoracaceae	lytic	No	3
PN9RI|k141_1009665	vOTU_00258	54783	No	High-quality	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lysogenic	No	3
PN10RG|k141_1032083	vOTU_00259	37510	No	Medium-quality	Genome-fragment	87.88	0	Unclassified	Anaerovoracaceae	lytic	Yes	2
PN16RS|k141_314600	vOTU_00260	140201	No	Medium-quality	Genome-fragment	84.24	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	2
PN1RB|k141_1111826_1	vOTU_00261	59189	Yes	High-quality	High-quality	100	16.06	Siphoviridae	Anaerovoracaceae	lytic	Yes	2
PN10RQ|k141_407430	vOTU_00262	44227	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	No	2
PN11RF|k141_2326392	vOTU_00263	39974	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	1
PN14RN|k141_960128	vOTU_00264	32189	No	Complete	High-quality	100	0	Unclassified	Anaerovoracaceae	lytic	Yes	1
PN1RH|k141_3088510	vOTU_00265	102763	No	Medium-quality	Genome-fragment	63.13	0	Unclassified	Anaerovoracaceae	lytic	Yes	1
PN1RL|k141_2264280	vOTU_00266	44118	No	Complete	High-quality	100	0	Siphoviridae	Anaerovoracaceae	lytic	Yes	1
PN2RF|k141_421857	vOTU_00267	33130	No	Medium-quality	Genome-fragment	86.33	0	Siphoviridae	Anaerovoracaceae	lysogenic	Yes	1
BL1|NODE_8_1	vOTU_00268	50107	No	High-quality	High-quality	100	0	Siphoviridae	Aneurinibacillaceae	lytic	Yes	0
PN12RH|k141_1135794	vOTU_00269	11121	No	High-quality	High-quality	97.03	0	Podoviridae	Atopobiaceae	lytic	Yes	0
PN15RB|k141_916132	vOTU_00270	26408	No	Medium-quality	Genome-fragment	76.4	0	Unclassified	Atopobiaceae	lytic	Yes	0
PN1GE|k141_38643	vOTU_00271	19871	No	Medium-quality	Genome-fragment	57.89	0	Siphoviridae	Atopobiaceae	lytic	Yes	0
PN1GE|k141_6580	vOTU_00272	10129	No	Medium-quality	Genome-fragment	88.32	0	Podoviridae	Atopobiaceae	lytic	Yes	0
PN1GJ|k141_96879	vOTU_00273	27112	No	Medium-quality	Genome-fragment	64.75	0	Unclassified	Atopobiaceae	lysogenic	Yes	0
PN3DG|k141_58494	vOTU_00274	17526	No	Medium-quality	Genome-fragment	51.41	0	Unclassified	Atopobiaceae	lytic	Yes	0
PN3GH|k141_176980	vOTU_00275	20709	No	Medium-quality	Genome-fragment	54.22	0	Unclassified	Atopobiaceae	lysogenic	Yes	0
PN5CD|k141_368353_1	vOTU_00276	32280	No	High-quality	High-quality	97.48	0	Unclassified	Atopobiaceae	lysogenic	Yes	0
PN5GD|k141_342333	vOTU_00277	37407	No	High-quality	High-quality	100	0	Unclassified	Atopobiaceae	lysogenic	Yes	0
PN1JH|k141_193338_1	vOTU_00278	23427	No	Medium-quality	Genome-fragment	61.97	0	Siphoviridae	Atopobiaceae	lytic	No	0
PN14RO|k141_651685	vOTU_00279	6432	No	Medium-quality	Genome-fragment	56.05	0	Podoviridae	Atopobiaceae	lytic	No	0
PN1GE|k141_316818	vOTU_00280	25123	No	Medium-quality	Genome-fragment	57.97	0	Unclassified	Atopobiaceae	lytic	No	0
PN8RF|k141_776708	vOTU_00281	40235	No	Medium-quality	Genome-fragment	72.78	0	Siphoviridae	Atopobiaceae	lysogenic	Yes	2
PN1GG|k141_438038	vOTU_00282	23523	No	Medium-quality	Genome-fragment	69.9	0	Unclassified	Atopobiaceae	lysogenic	Yes	1
PN1RF|k141_334633	vOTU_00283	38826	No	High-quality	High-quality	100	0	Siphoviridae	Atopobiaceae	lytic	Yes	1
A99|NODE_3_1	vOTU_00284	33501	No	Medium-quality	Genome-fragment	62.2	0	Myoviridae	Bacillaceae	lytic	Yes	0
BL4|NODE_1_1	vOTU_00285	31757	No	Medium-quality	Genome-fragment	58.97	0	Myoviridae	Bacillaceae	lytic	Yes	0
CH1|NODE_6_1	vOTU_00286	32100	No	Medium-quality	Genome-fragment	59.6	0	Myoviridae	Bacillaceae	lytic	Yes	0
GY2|NODE_1_1	vOTU_00287	40877	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
GY2|NODE_34_1	vOTU_00288	25747	No	Medium-quality	Genome-fragment	62.27	0	Siphoviridae	Bacillaceae	lytic	Yes	0
GY2|NODE_5_1	vOTU_00289	42713	No	High-quality	High-quality	96.15	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
H31|NODE_3_1	vOTU_00290	65411	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
H35|NODE_1_1	vOTU_00291	31670	No	Medium-quality	Genome-fragment	58.8	0	Myoviridae	Bacillaceae	lytic	Yes	0
H35|NODE_5_1	vOTU_00292	37996	No	Medium-quality	Genome-fragment	83.98	0	Siphoviridae	Bacillaceae	lytic	Yes	0
J1274|NODE_1_1	vOTU_00293	42955	No	High-quality	High-quality	93.23	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
J1343|NODE_6_2	vOTU_00294	26960	No	Medium-quality	Genome-fragment	53.04	0	Siphoviridae	Bacillaceae	lytic	Yes	0
J1357|NODE_39_1	vOTU_00295	32831	No	Medium-quality	Genome-fragment	64.52	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
K260|NODE_27	vOTU_00296	13794	No	High-quality	High-quality	94.16	0	Tectiviridae	Bacillaceae	lytic	Yes	0
K72|NODE_13_1	vOTU_00297	42837	No	High-quality	High-quality	92.98	0	Siphoviridae	Bacillaceae	lytic	Yes	0
K72|NODE_16_1	vOTU_00298	29777	No	Medium-quality	Genome-fragment	55.29	0	Myoviridae	Bacillaceae	lytic	Yes	0
PN10RM|k141_13626	vOTU_00299	32018	No	Medium-quality	Genome-fragment	79.36	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
PN10RP|k141_98199	vOTU_00300	45241	No	Medium-quality	Genome-fragment	71.89	0	Siphoviridae	Bacillaceae	lytic	Yes	0
PN1GG|k141_383020	vOTU_00301	36741	No	Complete	High-quality	100	0	Unclassified	Bacillaceae	lytic	Yes	0
PN1RL|k141_1147664	vOTU_00302	12901	No	High-quality	High-quality	100	0	Podoviridae	Bacillaceae	lytic	Yes	0
PN5JC|k141_42103_1	vOTU_00303	30468	No	Medium-quality	Genome-fragment	56.57	0	Myoviridae	Bacillaceae	lytic	Yes	0
PN5JC|k141_85530_1	vOTU_00304	44184	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
PN6RF|k141_1126269	vOTU_00305	27605	No	Medium-quality	Genome-fragment	52.14	0	Siphoviridae	Bacillaceae	lytic	Yes	0
PN8RR|k141_1416145	vOTU_00306	5035	No	Complete	High-quality	100	0	Microviridae	Bacillaceae	lytic	Yes	0
Q21|NODE_8_1	vOTU_00307	46569	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
Q29|NODE_1_1	vOTU_00308	73893	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	0
Q29|NODE_5	vOTU_00309	61317	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae	lytic	Yes	0
Q3|NODE_10_1	vOTU_00310	29157	No	Medium-quality	Genome-fragment	54.14	0	Myoviridae	Bacillaceae	lytic	Yes	0
Q43|NODE_9_1	vOTU_00311	28895	No	Medium-quality	Genome-fragment	53.65	0	Siphoviridae	Bacillaceae	lytic	Yes	0
R99|NODE_5_1	vOTU_00312	32215	No	Medium-quality	Genome-fragment	59.82	0	Myoviridae	Bacillaceae	lytic	Yes	0
K312|NODE_2_1	vOTU_00313	39599	No	Medium-quality	Genome-fragment	73.53	0	Myoviridae	Bacillaceae	lytic	No	0
PN1RH|k141_216261	vOTU_00314	57513	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae	lytic	No	0
BL5|NODE_2_1	vOTU_00315	69770	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lytic	Yes	2
H6|NODE_9_1	vOTU_00316	40437	No	Medium-quality	Genome-fragment	75.08	0	Siphoviridae	Bacillaceae	lytic	Yes	2
J1357|NODE_28_fragment_1	vOTU_00317	48337	No	Medium-quality	Genome-fragment	89.75	0	Siphoviridae	Bacillaceae	lysogenic	Yes	2
MR53|NODE_1_1_fragment_1	vOTU_00318	120828	No	High-quality	High-quality	94.41	0	Siphoviridae	Bacillaceae	lysogenic	Yes	2
PN9RB|k141_625557	vOTU_00319	63565	No	High-quality	High-quality	98.57	0	Unclassified	Bacillaceae	lytic	Yes	2
XR16|NODE_2_1	vOTU_00320	151960	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	2
CH1|NODE_16_1	vOTU_00321	65631	No	High-quality	High-quality	98.66	0	Siphoviridae	Bacillaceae	lytic	Yes	1
CH1|NODE_19	vOTU_00322	42709	No	High-quality	High-quality	95.98	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
GY2|NODE_24_1	vOTU_00323	49856	No	Medium-quality	Genome-fragment	76.59	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
GY8|NODE_2_1	vOTU_00324	61721	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
H19|NODE_1_1	vOTU_00325	58411	No	Medium-quality	Genome-fragment	89.72	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
J1343|NODE_19	vOTU_00326	65086	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
J339|NODE_1_1	vOTU_00327	113582	No	Medium-quality	Genome-fragment	88.57	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
PN3RG|k141_2685503	vOTU_00328	43623	No	Complete	High-quality	100	0	Unclassified	Bacillaceae	lytic	Yes	1
Q21|NODE_15	vOTU_00329	82396	No	Medium-quality	Genome-fragment	64.3	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
Q21|NODE_9_1	vOTU_00330	29342	No	Medium-quality	Genome-fragment	74.3	0	Siphoviridae	Bacillaceae	lysogenic	Yes	1
XR16|NODE_53_1	vOTU_00331	27541	No	Medium-quality	Genome-fragment	61.92	0	Siphoviridae	Bacillaceae	lytic	Yes	1
XR34|NODE_3_1	vOTU_00332	37014	No	High-quality	High-quality	95.31	0	Siphoviridae	Bacillaceae_B	lysogenic	Yes	0
XR10|NODE_3_1	vOTU_00333	39300	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae_C	lysogenic	Yes	0
XR10|NODE_8_1	vOTU_00334	48101	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae_C	lytic	Yes	0
CH3|NODE_11_1	vOTU_00335	24517	No	Medium-quality	Genome-fragment	60.93	0	Siphoviridae	Bacillaceae_G	lytic	Yes	0
CH3|NODE_39_1	vOTU_00336	23344	No	Medium-quality	Genome-fragment	69.65	0	Siphoviridae	Bacillaceae_G	lytic	Yes	0
CH3|NODE_42	vOTU_00337	33833	No	High-quality	High-quality	98.38	0	Siphoviridae	Bacillaceae_G	lytic	Yes	0
CH3|NODE_51	vOTU_00338	25017	No	Medium-quality	Genome-fragment	61.27	0	Siphoviridae	Bacillaceae_G	lytic	Yes	0
K11|NODE_21	vOTU_00339	39154	No	High-quality	High-quality	98.71	0	Siphoviridae	Bacillaceae_G	lysogenic	Yes	0
K320|NODE_6_1	vOTU_00340	36003	No	Medium-quality	Genome-fragment	86.92	0	Siphoviridae	Bacillaceae_G	lysogenic	Yes	0
PN1JE|k141_182583	vOTU_00341	17144	No	Medium-quality	Genome-fragment	74.68	0	Salasmaviridae	Bacillaceae_G	lytic	Yes	0
PN7RP|k141_911533	vOTU_00342	24688	No	High-quality	High-quality	100	0	Unclassified	Bacillaceae_G	lysogenic	Yes	0
PN8RH|k141_729013	vOTU_00343	15190	No	Medium-quality	Genome-fragment	75.01	0	Unclassified	Bacillaceae_G	lytic	Yes	0
PN8RL|k141_649408	vOTU_00344	9597	No	Medium-quality	Genome-fragment	70.98	0	Unclassified	Bacillaceae_G	lytic	Yes	0
PN8RS|k141_1431164	vOTU_00345	31572	No	Medium-quality	Genome-fragment	70.58	0	Unclassified	Bacillaceae_G	lytic	Yes	0
TY10|NODE_44_1	vOTU_00346	13881	No	High-quality	High-quality	100	0	Siphoviridae	Bacillaceae_G	lysogenic	Yes	0
TY9|NODE_2_1	vOTU_00347	28556	No	Medium-quality	Genome-fragment	70.26	0	Siphoviridae	Bacillaceae_G	lysogenic	Yes	0
PN1RL|k141_989139	vOTU_00348	38133	No	High-quality	High-quality	95.38	0	Myoviridae	Bacillaceae_G	lytic	No	0
PN8RL|k141_526453	vOTU_00349	16945	No	Medium-quality	Genome-fragment	73.58	0	Siphoviridae	Bacillaceae_G	lytic	No	0
PN13RQ|k141_389292	vOTU_00350	47154	No	Complete	High-quality	100	0	Unclassified	Bacillaceae_G	lytic	No	0
PN1JE|k141_487281	vOTU_00351	48221	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae_G	lytic	Yes	1
PN3CB|k141_1512286_1	vOTU_00352	31254	Yes	Medium-quality	Genome-fragment	50.54	26.8	Myoviridae	Bacillaceae_G	lytic	Yes	1
PN6RR|k141_1031630	vOTU_00353	146679	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae_G	lytic	Yes	1
TY10|NODE_2_1	vOTU_00354	35127	No	Medium-quality	Genome-fragment	89.94	0	Siphoviridae	Bacillaceae_G	lysogenic	Yes	1
PN5CH|k141_106722	vOTU_00355	38441	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae_G	lytic	No	1
J427|NODE_8	vOTU_00356	67117	No	Complete	High-quality	100	0	Siphoviridae	Bacillaceae_H	lysogenic	Yes	1
J354|NODE_1_1	vOTU_00357	36481	No	Medium-quality	Genome-fragment	61.04	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN10RB|k141_1556573	vOTU_00358	32582	No	Medium-quality	Genome-fragment	80.66	0	Siphoviridae	Bacteroidaceae	lysogenic	Yes	0
PN10RE|k141_1220772	vOTU_00359	27865	No	Medium-quality	Genome-fragment	73.78	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN10RF|k141_1835983	vOTU_00360	33140	No	Medium-quality	Genome-fragment	56.06	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN10RH|k141_2279080	vOTU_00361	42480	No	High-quality	High-quality	100	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN10RI|k141_27376	vOTU_00362	7866	No	Medium-quality	Genome-fragment	58.02	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN11RA|k141_1979683	vOTU_00363	27722	No	Medium-quality	Genome-fragment	64.72	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN11RI|k141_1224321	vOTU_00364	21589	No	Medium-quality	Genome-fragment	50.41	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN11RI|k141_2252169	vOTU_00365	7229	No	Complete	High-quality	100	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN11RI|k141_682831	vOTU_00366	53637	No	Medium-quality	Genome-fragment	74	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN11RM|k141_1202730	vOTU_00367	42309	No	High-quality	High-quality	91.16	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN11RM|k141_372812	vOTU_00368	21536	No	Medium-quality	Genome-fragment	51.56	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN12RB|k141_1528084	vOTU_00369	10945	No	Medium-quality	Genome-fragment	76.65	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN12RD|k141_1050684	vOTU_00370	48614	No	High-quality	High-quality	100	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN12RD|k141_1458418	vOTU_00371	19722	No	Complete	High-quality	100	0	Siphoviridae	Bacteroidaceae	lytic	Yes	0
PN12RE|k141_946868	vOTU_00372	53733	No	Medium-quality	Genome-fragment	65.5	0	Quimbyviridae	Bacteroidaceae	lytic	Yes	0
PN12RG|k141_277866	vOTU_00373	23911	No	Medium-quality	Genome-fragment	85.16	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN12RG|k141_436704	vOTU_00374	6507	No	Medium-quality	Genome-fragment	56.82	0	Podoviridae	Bacteroidaceae	lytic	Yes	0
PN12RH|k141_508319	vOTU_00375	6417	No	Medium-quality	Genome-fragment	56.04	0	Podoviridae	Bacteroidaceae	lytic	Yes	0
PN12RJ|k141_1487464	vOTU_00376	33647	No	Complete	High-quality	100	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN13RA|k141_214791_1	vOTU_00377	23704	No	Medium-quality	Genome-fragment	53.31	0	Unclassified	Bacteroidaceae	lysogenic	Yes	0
PN13RA|k141_2165957	vOTU_00378	35745	No	Medium-quality	Genome-fragment	85.27	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN13RC|k141_1594190	vOTU_00379	16525	No	Medium-quality	Genome-fragment	73.51	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN13RC|k141_883908	vOTU_00380	31477	No	Medium-quality	Genome-fragment	71.51	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN13RE|k141_596718	vOTU_00381	26489	No	High-quality	High-quality	94.3	0	Unclassified	Bacteroidaceae	lytic	Yes	0
PN13RL|k141_1484157	vOTU_00382	23857	No	Medium-quality	Genome-fragment	55.54	0	Unclassified	Bacteroidaceae	lytic	Yes	0
